,Journal,Publication_Date,URL_link,Ford_count,Wright_count,Wolszczan_count,Gilliland_count,Luhman_count,Sigurdsson_count,Kasting_count,,,
47,Astronomy and Astrophysics,2001-12-00,2001A%26A...379..999S,0,0,0,0,0,0,0,,,
48,The Astrophysical Journal,2001-04-00,2001ApJ...551.1107F,0,0,0,0,0,0,0,,,
49,Astronomy and Astrophysics,2001-12-00,2001A%26A...379..999S,0,0,0,0,0,0,0,,,
50,The Astrophysical Journal,2001-07-00,2001ApJ...555..410B,0,0,0,0,0,0,0,,,
51,The Astrophysical Journal,2001-07-00,2001ApJ...556..296M,0,0,0,0,0,0,0,,,
52,Astronomy and Astrophysics,2001-08-00,2001A%26A...375..205N,0,0,0,0,0,0,0,,,
53,The Astrophysical Journal,2001-04-00,2001ApJ...551..507T,0,0,0,0,0,0,0,,,
54,Astronomy and Astrophysics,2001-08-00,2001A%26A...375L..27N,0,0,0,0,0,0,0,,,
55,Monthly Notices of the Royal Astronomical Society,2002-07-00,2002MNRAS.333..871J,0,0,0,0,0,0,0,,,
56,Publications of the Astronomical Society of the Pacific,2002-05-00,2002PASP..114..529F,0,0,0,0,0,0,0,,,
57,The Astrophysical Journal,2002-05-00,2002ApJ...571..528T,0,0,0,0,0,0,0,,,
58,The Astrophysical Journal,2002-10-00,2002ApJ...578..565B,0,0,0,0,0,0,0,,,
59,The Astrophysical Journal,2002-09-00,2002ApJ...576..478F,0,0,0,0,0,0,0,,,
60,Astronomy and Astrophysics,2002-07-00,2002A%26A...390..267U,0,0,0,0,0,0,0,,,
61,Astronomy and Astrophysics,2002-07-00,2002A%26A...390..267U,0,0,0,0,0,0,0,,,
62,The Astrophysical Journal,2002-01-00,2002ApJ...564.1028F,0,0,0,0,0,0,0,,,
63,The Astrophysical Journal,2004-10-00,2004ApJ...614L..81M,0,0,0,0,0,0,0,,,
64,The Astrophysical Journal,2002-05-00,2002ApJ...571..528T,0,0,0,0,0,0,0,,,
65,Astronomy and Astrophysics,2002-06-00,2002A%26A...388..632P,0,0,0,0,0,0,0,,,
66,Astronomy and Astrophysics,2002-06-00,2002A%26A...388..632P,0,0,0,0,0,0,0,,,
67,The Astrophysical Journal,2002-03-00,2002ApJ...568..363Z,0,0,0,0,0,0,0,,,
68,Monthly Notices of the Royal Astronomical Society,2002-12-00,2002MNRAS.337.1170J,0,0,0,0,0,0,0,,,
69,The Astrophysical Journal,2002-03-00,2002ApJ...568..352V,0,0,0,0,0,0,0,,,
70,Publications of the Astronomical Society of the Pacific,2002-05-00,2002PASP..114..529F,0,0,0,0,0,0,0,,,
71,Astronomy and Astrophysics,2002-07-00,2002A%26A...390..267U,0,0,0,0,0,0,0,,,
72,The Astrophysical Journal,2002-03-00,2002ApJ...568..352V,0,0,0,0,0,0,0,,,
73,The Astrophysical Journal,2002-03-00,2002ApJ...568..352V,0,0,0,0,0,0,0,,,
74,The Astrophysical Journal,2002-03-00,2002ApJ...568..352V,0,0,0,0,0,0,0,,,
75,The Astrophysical Journal,2002-12-00,2002ApJ...581.1375M,0,0,0,0,0,0,0,,,
76,Monthly Notices of the Royal Astronomical Society,2002-12-00,2002MNRAS.337.1170J,0,0,0,0,0,0,0,,,
77,Publications of the Astronomical Society of the Pacific,2002-05-00,2002PASP..114..529F,0,0,0,0,0,0,0,,,
78,The Astrophysical Journal,2002-03-00,2002ApJ...568..352V,0,0,0,0,0,0,0,,,
80,The Astrophysical Journal,2003-08-00,2003ApJ...593L..43C,0,0,0,0,0,0,0,,,
81,Astronomy and Astrophysics,2003-08-00,2003A%26A...407..679U,0,0,0,0,0,0,0,,,
82,Astronomy and Astrophysics,2003-11-00,2003A%26A...410.1039P,0,0,0,0,0,0,0,,,
83,The Astrophysical Journal,2003-04-00,2003ApJ...587..423T,0,0,0,0,0,0,0,,,
84,Astronomy and Astrophysics,2003-11-00,2003A%26A...410.1051N,0,0,0,0,0,0,0,,,
85,Nature,2003-01-00,2003Natur.421..507K,0,0,0,0,0,0,0,,,
86,The Astrophysical Journal,2003-04-00,2003ApJ...587..423T,0,0,0,0,0,0,0,,,
89,Astronomy and Astrophysics,2003-11-00,2003A%26A...410.1039P,0,0,0,0,0,0,0,,,
90,Monthly Notices of the Royal Astronomical Society,2003-05-00,2003MNRAS.341..948J,0,0,0,0,0,0,0,,,
96,The Astrophysical Journal,2003-04-00,2003ApJ...587..423T,0,0,0,0,0,0,0,,,
97,The Astrophysical Journal,2003-06-00,2003ApJ...590.1081F,0,0,0,0,0,0,0,,,
100,The Astrophysical Journal,2003-04-00,2003ApJ...587..423T,0,0,0,0,0,0,0,,,
101,Astronomy and Astrophysics,2003-11-00,2003A%26A...410.1039P,0,0,0,0,0,0,0,,,
102,The Astrophysical Journal,2003-11-00,2003ApJ...597L.157S,0,0,0,0,0,0,0,,,
103,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
104,Astronomy and Astrophysics,2004-01-00,2004A%26A...414..351N,0,0,0,0,0,0,0,,,
105,The Astrophysical Journal,2004-07-00,2004ApJ...609L..37K,0,0,0,0,0,0,0,,,
106,The Astrophysical Journal,2004-10-00,2004ApJ...613L.153A,0,0,0,0,0,0,0,,,
107,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
108,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
109,The Astrophysical Journal,2004-05-00,2004ApJ...606L.155B,0,0,0,0,0,0,0,,,
110,The Astrophysical Journal,2004-08-00,2004ApJ...611L.133C,0,0,0,0,0,0,0,,,
111,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
112,Astronomy and Astrophysics,2004-01-00,2004A%26A...414..351N,0,0,0,0,0,0,0,,,
113,Astronomy and Astrophysics,2004-10-00,2004A%26A...426L..19S,0,0,0,0,0,0,0,,,
114,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
115,The Astrophysical Journal,2004-12-00,2004ApJ...617..575M,0,0,0,0,0,0,0,,,
116,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
117,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
118,Astronomy and Astrophysics,2004-11-00,2004A%26A...426..695Z,0,0,0,0,0,0,0,,,
119,The Astrophysical Journal,2004-12-00,2004ApJ...617..575M,0,0,0,0,0,0,0,,,
120,Astronomy and Astrophysics,2004-10-00,2004A%26A...426L..15P,0,0,0,0,0,0,0,,,
122,The Astrophysical Journal,2004-10-00,2004ApJ...614L..81M,0,0,0,0,0,0,0,,,
123,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
124,Astronomy and Astrophysics,2004-08-00,2004A%26A...423..385P,0,0,0,0,0,0,0,,,
125,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
126,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
127,Astronomy and Astrophysics,2004-07-00,2004A%26A...421L..13B,0,0,0,0,0,0,0,,,
128,Astronomy and Astrophysics,2004-02-00,2004A&A...415..391M,0,0,0,0,0,0,0,,,
129,Astronomy and Astrophysics,2004-02-00,2004A%26A...415..391M,0,0,0,0,0,0,0,,,
133,Astronomy and Astrophysics,2005-07-00,2005A%26A...437L..31S,0,0,0,0,0,0,0,,,
134,The Astrophysical Journal,2005-08-00,2005ApJ...628L.109U,0,0,0,0,0,0,0,,,
137,Astronomy and Astrophysics,2005-07-00,2005A%26A...437.1121L,0,0,0,0,0,0,0,,,
138,Astronomy and Astrophysics,2005-09-00,2005A%26A...440..751C,0,0,0,0,0,0,0,,,
139,Astronomy and Astrophysics,2005-08-00,2005A%26A...439..367M,0,0,0,0,0,0,0,,,
142,Astronomy and Astrophysics,2005-08-00,2005A%26A...439..367M,0,0,0,0,0,0,0,,,
144,Astronomy and Astrophysics,2005-12-00,2005A%26A...444L..21G,0,0,0,0,0,0,0,,,
145,The Astrophysical Journal,2005-05-00,2005ApJ...624..372K,0,0,0,0,0,0,0,,,
146,Astronomy and Astrophysics,2005-12-00,2005A%26A...443L..15B,0,0,0,0,0,0,0,,,
147,The Astrophysical Journal,2005-04-00,2005ApJ...623.1171T,0,0,0,0,0,0,0,,,
148,The Astrophysical Journal,2005-02-00,2005ApJ...620..481F,0,0,0,0,0,0,0,,,
150,Astronomy and Astrophysics,2005-12-00,2005A%26A...444L..15B,0,0,0,0,0,0,0,,,
151,Astronomy and Astrophysics,2005-07-00,2005A%26A...437.1121L,0,0,0,0,0,0,0,,,
152,The Astrophysical Journal,2005-11-00,2005ApJ...634..625R,0,0,0,0,0,0,0,,,
154,Astronomy and Astrophysics,2005-07-00,2005A&A...437..743H,0,0,0,0,0,0,0,,,
155,The Astrophysical Journal,2005-04-00,2005ApJ...623.1171T,0,0,0,0,0,0,0,,,
156,The Astrophysical Journal,2005-04-00,2005ApJ...623.1171T,0,0,0,0,0,0,0,,,
157,Astronomy and Astrophysics,2005-08-00,2005A%26A...439..367M,0,0,0,0,0,0,0,,,
161,Astronomy and Astrophysics,2006-02-00,2006A%26A...447..361U,0,0,0,0,0,0,0,,,
162,Astronomy and Astrophysics,2006-04-00,2006A%26A...449..417S,0,0,0,0,0,0,0,,,
163,Astronomy and Astrophysics,2006-03-00,2006A%26A...447.1159E,0,0,0,0,0,0,0,,,
166,The Astrophysical Journal,2006-07-00,2006ApJ...646..505B,0,0,0,0,0,0,0,,,
167,Astronomy and Astrophysics,2006-02-00,2006A%26A...446..717D,0,0,0,0,0,0,0,,,
168,Monthly Notices of the Royal Astronomical Society,2006-06-00,2006MNRAS.369..249J,0,0,0,0,0,0,0,,,
170,Monthly Notices of the Royal Astronomical Society,2006-06-00,2006MNRAS.369..249J,0,0,0,0,0,0,0,,,
171,The Astrophysical Journal,2006-07-00,2006ApJ...646..505B,0,0,0,0,0,0,0,,,
173,Nature,2006-05-00,2006Natur.441..305L,0,0,0,0,0,0,0,,,
174,The Astrophysical Journal,2006-07-00,2006ApJ...646..505B,0,0,0,0,0,0,0,,,
176,Monthly Notices of the Royal Astronomical Society,2006-11-00,2006MNRAS.372.1117C,0,0,0,0,0,0,0,,,
177,The Astrophysical Journal,2006-06-00,2006ApJ...644L..37G,0,0,0,0,0,0,0,,,
179,Nature,2006-05-00,2006Natur.441..305L,0,0,0,0,0,0,0,,,
180,Astronomy and Astrophysics,2006-05-00,2006A%26A...451..345L,0,0,0,0,0,0,0,,,
181,The Astrophysical Journal,2006-07-00,2006ApJ...646..505B,0,0,0,0,0,0,0,,,
182,The Astrophysical Journal,2006-11-00,2006ApJ...651L..61O,0,0,0,0,0,0,0,,,
183,The Astrophysical Journal,2006-07-00,2006ApJ...646..505B,0,0,0,0,0,0,0,,,
184,The Astrophysical Journal,2006-08-00,2006ApJ...647..594T,0,0,0,0,0,0,0,,,
185,Nature,2006-01-00,2006Natur.439..437B,0,0,0,0,0,0,0,,,
186,The Astrophysical Journal,2006-07-00,2006ApJ...646..505B,0,0,0,0,0,0,0,,,
187,The Astrophysical Journal,2006-09-00,2006ApJ...648.1228M,0,0,0,0,0,0,0,,,
188,The Astrophysical Journal,2006-07-00,2006ApJ...646..505B,0,0,0,0,0,0,0,,,
189,Nature,2006-05-00,2006Natur.441..305L,0,0,0,0,0,0,0,,,
191,The Astrophysical Journal,2007-08-00,2007ApJ...665.1407C,0,0,0,0,0,0,0,,,
193,The Astrophysical Journal,2007-11-00,2007ApJ...670L..41K,0,0,0,0,0,0,0,,,
194,The Astrophysical Journal,2007-09-00,2007ApJ...666L.121T,0,0,0,0,0,0,0,,,
196,The Astrophysical Journal,2007-05-00,2007ApJ...660.1636O,0,0,0,0,0,0,0,,,
197,The Astrophysical Journal,2007-03-00,2007ApJ...657..533W,0,0,0,0,0,0,0,,,
198,Astronomy and Astrophysics,2007-08-00,2007A%26A...470..721N,0,0,0,0,0,0,0,,,
199,Monthly Notices of the Royal Astronomical Society,2007-03-00,2007MNRAS.375..951C,0,0,0,0,0,0,0,,,
200,Astronomy and Astrophysics,2007-09-00,2007A&A...472..657L,0,0,0,0,0,0,0,,,
201,Astronomy and Astrophysics,2007-05-00,2007A%26A...467..721M,0,0,0,0,0,0,0,,,
202,Astronomy and Astrophysics,2007-11-00,2007A%26A...474..647S,0,0,0,0,0,0,0,,,
203,The Astrophysical Journal,2007-05-00,2007ApJ...661..527S,0,0,0,0,0,0,0,,,
204,The Astrophysical Journal,2007-02-00,2007ApJ...656..552B,0,0,0,0,0,0,0,,,
206,The Astrophysical Journal,2007-03-00,2007ApJ...657..533W,0,0,0,0,0,0,0,,,
207,Monthly Notices of the Royal Astronomical Society,2007-03-00,2007MNRAS.375..951C,0,0,0,0,0,0,0,,,
208,Astronomy and Astrophysics,2007-08-00,2007A%26A...470..721N,0,0,0,0,0,0,0,,,
210,The Astrophysical Journal,2007-03-00,2007ApJ...657..533W,0,0,0,0,0,0,0,,,
211,Astronomy and Astrophysics,2007-07-00,2007A%26A...469L..43U,0,0,0,0,0,0,0,,,
213,The Astrophysical Journal,2007-07-00,2007ApJ...663L..37O,0,0,0,0,0,0,0,,,
215,The Astrophysical Journal,2007-12-00,2007ApJ...671.2115B,0,0,0,0,0,0,0,,,
217,The Astrophysical Journal,2007-11-00,2007ApJ...670..826B,0,0,0,0,0,0,0,,,
218,The Astrophysical Journal,2007-12-00,2007ApJ...671L.173B,0,0,0,0,0,0,0,,,
219,Astronomy and Astrophysics,2007-08-00,2007A%26A...470..721N,0,0,0,0,0,0,0,,,
220,The Astrophysical Journal,2007-05-00,2007ApJ...660.1636O,0,0,0,0,0,0,0,,,
221,Astronomy and Astrophysics,2007-10-00,2007A%26A...473..323D,0,0,0,0,0,0,0,,,
222,Astronomy and Astrophysics,2007-09-00,2007A&A...472..657L,0,0,0,0,0,0,0,,,
223,The Astrophysical Journal,2007-10-00,2007ApJ...667L.195M,0,0,0,0,0,0,0,,,
224,The Astrophysical Journal,2007-08-00,2007ApJ...665.1407C,0,0,0,0,0,0,0,,,
225,The Astrophysical Journal,2007-03-00,2007ApJ...657..533W,0,0,0,0,0,0,0,,,
228,Astronomy and Astrophysics,2007-02-00,2007A%26A...462..769P,0,0,0,0,0,0,0,,,
229,The Astrophysical Journal,2007-12-00,2007ApJ...670.1391R,0,0,0,0,0,0,0,,,
230,Astronomy and Astrophysics,2007-09-00,2007A%26A...472..649D,0,0,0,0,0,0,0,,,
232,The Astrophysical Journal,2007-12-00,2007ApJ...670.1391R,0,0,0,0,0,0,0,,,
233,Astronomy and Astrophysics,2007-07-00,2007A%26A...469L..43U,0,0,0,0,0,0,0,,,
234,Astronomy and Astrophysics,2007-10-00,2007A%26A...473..323D,0,0,0,0,0,0,0,,,
235,Astronomy and Astrophysics,2007-10-00,2007A%26A...474..293B,0,0,0,0,0,0,0,,,
236,The Astrophysical Journal,2007-05-00,2007ApJ...660.1636O,0,0,0,0,0,0,0,,,
237,Monthly Notices of the Royal Astronomical Society,2008-06-00,2008MNRAS.387L...4A,0,0,0,0,0,0,0,,,
238,Monthly Notices of the Royal Astronomical Society,2008-04-00,2008MNRAS.385.1576P,0,0,0,0,0,0,0,,,
240,The Astrophysical Journal,2008-10-00,2008ApJ...686.1331B,0,0,0,0,0,0,0,,,
242,Astronomy and Astrophysics,2008-08-00,2008A%26A...487..749P,0,0,0,0,0,0,0,,,
243,The Astrophysical Journal,2008-06-00,2008ApJ...680.1450P,0,0,0,0,0,0,0,,,
245,ArXiv e-prints,2008-05-00,2008arXiv0805.2921M,0,0,0,0,0,0,0,,,
246,Science,2008-00-00,2008Sci...319..927G,0,0,0,0,0,0,0,,,
247,Astronomy and Astrophysics,2008-04-00,2008A%26A...482..299U,0,0,0,0,0,0,0,,,
249,Science,2008-11-00,2008Sci...322.1348M,0,0,0,0,0,0,0,,,
250,Astronomy and Astrophysics,2008-08-00,2008A%26A...487..369S,0,0,0,0,0,0,0,,,
251,American Astronomical Society Meeting Abstracts #212,2008-09-00,2008AAS...212.1012B,0,0,0,0,0,0,0,,,
252,Publications of the Astronomical Society of Japan,2008-06-00,2008PASJ...60..539S,0,0,0,0,0,0,0,,,
253,Astronomy and Astrophysics,2008-05-00,2008A%26A...482L..17B,0,0,0,0,0,0,0,,,
254,Science,2008-11-00,2008Sci...322.1345K,0,0,0,0,0,0,0,,,
255,Astronomy and Astrophysics,2008-09-00,2008A%26A...488L..47M,0,0,0,0,0,0,0,,,
256,Astronomy and Astrophysics,2008-12-00,2008A%26A...491..889D,0,0,0,0,0,0,0,,,
258,Publications of the Astronomical Society of Japan,2008-12-00,2008PASJ...60.1317S,0,0,0,0,0,0,0,,,
259,The Astrophysical Journal,2008-03-00,2008ApJ...675L.113W,0,0,0,0,0,0,0,,,
260,Publications of the Astronomical Society of Japan,2008-12-00,2008PASJ...60.1317S,0,0,0,0,0,0,0,,,
261,Publications of the Astronomical Society of Japan,2008-06-00,2008PASJ...60..539S,0,0,0,0,0,0,0,,,
262,Astronomy and Astrophysics,2008-02-00,2008A%26A...479..271C,0,0,0,0,0,0,0,,,
263,The Astrophysical Journal,2008-01-00,2008ApJ...672..553L,0,0,0,0,0,0,0,,,
264,Publications of the Astronomical Society of Japan,2008-12-00,2008PASJ...60.1317S,0,0,0,0,0,0,0,,,
265,Astronomy and Astrophysics,2008-12-00,2008A%26A...491..883D,0,0,0,0,0,0,0,,,
266,Publications of the Astronomical Society of Japan,2008-06-00,2008PASJ...60..539S,0,0,0,0,0,0,0,,,
267,Astronomy and Astrophysics,2008-03-00,2008A%26A...480L..33T,0,0,0,0,0,0,0,,,
269,Science,2008-11-00,2008Sci...322.1348M,0,0,0,0,0,0,0,,,
270,The Astrophysical Journal,2008-01-00,2008ApJ...673L..79N,0,0,0,0,0,0,0,,,
271,The Astrophysical Journal,2008-04-00,2008ApJ...677..657J,0,0,0,0,0,0,0,,,
272,Science,2008-11-00,2008Sci...322.1348M,0,0,0,0,0,0,0,,,
273,Astronomy and Astrophysics,2008-05-00,2008A%26A...482L..21A,0,0,0,0,0,0,0,,,
274,Astronomy and Astrophysics,2008-12-00,2008A%26A...491..883D,0,0,0,0,0,0,0,,,
275,Science,2008-00-00,2008Sci...319..927G,0,0,0,0,0,0,0,,,
276,Astronomy and Astrophysics,2008-03-00,2008A%26A...480L..33T,0,0,0,0,0,0,0,,,
277,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..527B,0,0,0,0,0,0,0,,,
278,Astronomy and Astrophysics,2009-10-00,2009A%26A...505.1311D,0,0,0,0,0,0,0,,,
279,The Astrophysical Journal,2009-03-00,2009ApJ...693.1424M,0,0,0,0,0,0,0,,,
281,The Astrophysical Journal,2009-10-00,2009ApJ...704.1107L,0,0,0,0,0,0,0,,,
283,Nature,2009-08-00,2009Natur.460.1098H,0,0,0,0,0,0,0,,,
284,The Astronomical Journal,2009-06-00,2009AJ....137.4834W,0,0,0,0,0,0,0,,,
285,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..513M,0,0,0,0,0,0,0,,,
286,The Astrophysical Journal,2009-03-00,2009ApJ...693.1920H,0,0,0,0,0,0,0,,,
287,The Astrophysical Journal,2009-11-00,2009ApJ...706..785H,0,0,0,0,0,0,0,,,
288,Astronomy and Astrophysics,2009-06-00,2009A%26A...499..935D,0,0,0,0,0,0,0,,,
289,Astronomy and Astrophysics,2009-07-00,2009A%26A...502..391S,0,0,0,0,0,0,0,,,
290,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..513M,0,0,0,0,0,0,0,,,
291,The Astrophysical Journal,2009-03-00,2009ApJ...693.1424M,0,0,0,0,0,0,0,,,
292,Astronomy and Astrophysics,2009-10-00,2009A%26A...506..303Q,0,0,0,0,0,0,0,,,
294,Monthly Notices of the Royal Astronomical Society,2009-02-00,2009MNRAS.392.1532J,0,0,0,0,0,0,0,,,
295,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..527B,0,0,0,0,0,0,0,,,
296,Astronomy and Astrophysics,2009-01-00,2009A%26A...493..639M,0,0,0,0,0,0,0,,,
297,Astronomy and Astrophysics,2009-07-00,2009A%26A...502..395W,0,0,0,0,0,0,0,,,
299,Astronomy and Astrophysics,2009-10-00,2009A%26A...505.1311D,0,0,0,0,0,0,0,,,
300,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..513M,0,0,0,0,0,0,0,,,
302,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..513M,0,0,0,0,0,0,0,,,
304,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..527B,0,0,0,0,0,0,0,,,
306,Astronomy and Astrophysics,2009-01-00,2009A%26A...493..645F,0,0,0,0,0,0,0,,,
307,Astronomy and Astrophysics,2009-06-00,2009A%26A...499..935D,0,0,0,0,0,0,0,,,
308,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..527B,0,0,0,0,0,0,0,,,
309,The Astrophysical Journal,2009-01-00,2009ApJ...690..743B,0,0,0,0,0,0,0,,,
310,The Astrophysical Journal,2009-09-00,2009ApJ...703..752L,0,0,0,0,0,0,0,,,
312,The Astrophysical Journal,2009-12-00,2009ApJ...707..446B,0,0,0,0,0,0,0,,,
313,The Astrophysical Journal,2009-01-00,2009ApJ...690L..89H,0,0,0,0,0,0,0,,,
316,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..513M,0,0,0,0,0,0,0,,,
317,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..513M,0,0,0,0,0,0,0,,,
318,The Astrophysical Journal,2009-01-00,2009ApJ...690.1393S,0,0,0,0,0,0,0,,,
319,Astronomy and Astrophysics,2009-01-00,2009A%26A...493..639M,0,0,0,0,0,0,0,,,
320,Astronomy and Astrophysics,2009-07-00,2009A%26A...501..785G,0,0,0,0,0,0,0,,,
321,Research in Astronomy and Astrophysics,2009-01-00,2009RAA.....9....1L,0,0,0,0,0,0,0,,,
323,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..527B,0,0,0,0,0,0,0,,,
324,Astronomy and Astrophysics,2009-10-00,2009A%26A...506..281R,0,0,0,0,0,0,0,,,
325,Monthly Notices of the Royal Astronomical Society,2009-02-00,2009MNRAS.392.1585C,0,0,0,0,0,0,0,,,
326,Nature,2009-12-00,2009Natur.462..891C,0,0,0,0,0,0,0,,,
327,The Astrophysical Journal,2009-06-00,2009ApJ...698.1826D,0,0,0,0,0,0,0,,,
328,The Astrophysical Journal,2009-06-00,2009ApJ...697.1263O,0,0,0,0,0,0,0,,,
329,Astronomy and Astrophysics,2009-12-00,2009A%26A...507.1659G,0,0,0,0,0,0,0,,,
335,Astronomy and Astrophysics,2009-01-00,2009A%26A...493..639M,0,0,0,0,0,0,0,,,
336,The Astrophysical Journal,2009-09-00,2009ApJ...703..671S,0,0,0,0,0,0,0,,,
337,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..521C,0,0,0,0,0,0,0,,,
338,The Astrophysical Journal,2009-12-00,2009ApJ...707..446B,0,0,0,0,0,0,0,,,
339,Astronomy and Astrophysics,2009-03-00,2009A%26A...496..521C,0,0,0,0,0,0,0,,,
340,Astronomy and Astrophysics,2009-04-00,2009A%26A...497..545S,0,0,0,0,0,0,0,,,
341,Astronomy and Astrophysics,2009-01-00,2009A%26A...493L..21L,0,0,0,0,0,0,0,,,
342,Astronomy and Astrophysics,2009-11-00,2009A%26A...507..487M,0,0,0,0,0,0,0,,,
343,Astronomy and Astrophysics,2010-02-00,2010A%26A...511A..45S,0,0,0,0,0,0,0,,,
344,The Astrophysical Journal,2010-05-00,2010ApJ...715..550H,0,0,0,0,0,0,0,,,
345,The Astrophysical Journal,2010-03-00,2010ApJ...711.1229A,0,0,0,0,0,0,0,,,
347,The Astrophysical Journal,2010-09-00,2010ApJ...720.1118B,0,0,0,0,0,0,0,,,
348,The Astrophysical Journal,2010-01-00,2010ApJ...709..159A,0,0,0,0,0,0,0,,,
349,The Astrophysical Journal,2010-03-00,2010ApJ...711..731J,0,0,0,0,0,0,0,,,
351,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..48L,0,0,0,0,0,0,0,,,
352,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..46H,0,0,0,0,0,0,0,,,
353,Nature,2010-03-00,2010Natur.464..384D,0,0,0,0,0,0,0,,,
355,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0,,,
356,Astronomy and Astrophysics,2010-09-00,2010A%26A...520A..66B,0,0,0,0,0,0,0,,,
357,Astronomy and Astrophysics,2010-09-00,2010A%26A...520A..97G,0,0,0,0,0,0,0,,,
358,Publications of the Astronomical Society of Japan,2010-08-00,2010PASJ...62.1063S,0,0,0,0,0,0,0,,,
360,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0,,,
361,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..48L,0,0,0,0,0,0,0,,,
362,The Astrophysical Journal,2010-12-00,2010ApJ...724..866K,0,0,0,0,0,0,0,,,
364,Nature,2010-12-00,2010Natur.468.1080M,0,0,0,0,0,0,0,,,
365,Publications of the Astronomical Society of the Pacific,2010-12-00,2010PASP..122.1465M,0,0,0,0,0,0,0,,,
366,Astronomy and Astrophysics,2010-04-00,2010A&A...513A..69H,0,0,0,0,0,0,0,,,
367,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..14F,0,0,0,0,0,0,0,,,
368,The Astrophysical Journal,2010-03-00,2010ApJ...711.1229A,0,0,0,0,0,0,0,,,
369,The Astrophysical Journal,2010-10-00,2010ApJ...721L.153J,0,0,0,0,0,0,0,,,
372,The Astrophysical Journal,2010-01-00,2010ApJ...708..224H,0,0,0,0,0,0,0,,,
374,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0,,,
375,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0,,,
376,Astronomy and Astrophysics,2010-12-00,2010A&A...524A..55G,0,0,0,0,0,0,0,,,
377,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..46H,0,0,0,0,0,0,0,,,
378,Monthly Notices of the Royal Astronomical Society,2010-08-00,2010MNRAS.406.1918D,0,0,0,0,0,0,0,,,
379,Astronomy and Astrophysics,2010-01-00,2010A%26A...509A..24H,0,0,0,0,0,0,0,,,
380,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..15N,0,0,0,0,0,0,0,,,
381,Astronomy and Astrophysics,2010-10-00,2010A%26A...521L..60B,0,0,0,0,0,0,0,,,
382,The Astrophysical Journal,2010-12-00,2010ApJ...725.2017K,0,0,0,0,0,0,0,,,
383,The Astrophysical Journal,2010-05-00,2010ApJ...715..271H,0,0,0,0,0,0,0,,,
389,Astronomy and Astrophysics,2010-02-00,2010A%26A...511A..45S,0,0,0,0,0,0,0,,,
391,Astronomy and Astrophysics,2010-09-00,2010A%26A...520A..56S,0,0,0,0,0,0,0,,,
392,The Astrophysical Journal,2010-02-00,2010ApJ...710.1641S,0,0,0,0,0,0,0,,,
393,Astronomy and Astrophysics,2010-11-00,2010A%26A...523A..88B,0,0,0,0,0,0,0,,,
394,Astronomy and Astrophysics,2010-02-00,2010A%26A...511A..45S,0,0,0,0,0,0,0,,,
395,The Astrophysical Journal,2010-01-00,2010ApJ...708.1366V,0,0,0,0,0,0,0,,,
396,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..47S,0,0,0,0,0,0,0,,,
397,Astronomy and Astrophysics,2010-03-00,2010A%26A...512A..48L,0,0,0,0,0,0,0,,,
